careeryear_split_point,aid,citCount,quantile_50
2,1246520,4.6,A
2,124861,7.0,D
2,124909,5.947368421052632,A
2,125002,5.533333333333333,B
2,125018,17.233333333333334,C
2,125064,6.666666666666667,C
2,125073,11.018867924528301,B
2,125077,16.296296296296298,B
2,125122,6.117647058823529,B
2,125218,13.298245614035087,C
2,125283,17.724137931034484,
2,125337,4.833333333333333,C
2,125360,9.928571428571429,D
2,125427,16.0,B
2,125430,31.2,B
2,125541,13.363636363636363,A
2,125557,9.736842105263158,C
2,125611,12.4,A
2,125710,3.5,D
2,125725,4.818181818181818,B
2,1257341,5.4,C
2,125754,11.583333333333334,B
2,125762,11.125,C
2,12577,15.722222222222221,A
2,125799,13.571428571428571,C
2,12594,7.625,B
2,125945,3.75,B
2,125948,1.3333333333333333,D
2,125949,1.0,D
2,125950,9.363636363636363,C
2,125980,7.8,C
2,12600,7.466666666666667,C
2,126048,8.793650793650794,D
2,126049,10.59016393442623,C
2,126050,5.380952380952381,B
2,126083,15.806451612903226,C
2,1260979,0.8,C
2,126104,5.838709677419355,C
2,126109,2.5,D
2,126119,3.8333333333333335,B
2,126125,11.2,C
2,126149,4.554054054054054,C
2,126157,2.761904761904762,C
2,126173,15.933333333333334,C
2,126257,12.193548387096774,C
2,126272,14.76923076923077,D
2,126285,2.55,D
2,126286,2.7777777777777777,D
2,126374,5.746606334841629,B
2,126380,10.8,B
2,126398,6.764705882352941,C
2,126479,5.0625,B
2,126525,4.370967741935484,C
2,126533,5.444444444444445,C
2,126543,7.171428571428572,B
2,126549,5.127659574468085,D
2,126576,12.0,B
2,12658,23.272727272727273,C
2,126596,5.266666666666667,
2,12661,6.428571428571429,B
2,12662,5.25,A
2,126633,4.666666666666667,B
2,126636,12.441176470588236,B
2,12667,5.666666666666667,C
2,126690,7.2,B
2,126791,3.6,B
2,126831,10.181818181818182,C
2,126837,7.857142857142857,C
2,126842,14.045454545454545,C
2,126878,4.0,C
2,126881,11.904761904761905,B
2,126885,12.476190476190476,B
2,126888,12.475,A
2,126916,5.1,B
2,126917,4.5,C
2,126957,9.229508196721312,C
2,126965,4.5,D
2,126985,5.135135135135135,D
2,126986,5.135135135135135,D
2,1270,7.603305785123967,C
2,127064,16.71264367816092,
2,127065,1.5,A
2,127117,10.8125,B
2,127224,2.2333333333333334,D
2,127228,4.4,A
2,127247,4.6875,D
2,127279,19.25925925925926,C
2,127310,2.1818181818181817,A
2,127316,7.833333333333333,
2,127322,15.875,C
2,127329,4.842105263157895,C
2,127331,3.076923076923077,C
2,127367,50.90909090909091,A
2,127368,43.333333333333336,C
2,127397,15.08695652173913,B
2,127399,13.275862068965518,C
2,127420,7.90625,C
2,127443,17.42105263157895,C
2,127454,4.277777777777778,D
2,127486,6.410256410256411,C
2,127487,7.681818181818182,C
2,127527,20.0,B
2,127555,7.5675675675675675,C
2,127559,7.733333333333333,C
2,127586,5.6,C
2,127665,6.038461538461538,C
2,127702,4.333333333333333,C
2,127710,6.5,B
2,127750,2.375,D
2,127780,3.111111111111111,A
2,127822,6.25,C
2,127844,3.3793103448275863,C
2,127871,5.538461538461538,D
2,127888,4.333333333333333,B
2,127892,4.344827586206897,C
2,127922,5.266666666666667,B
2,127947,6.071428571428571,C
2,127953,7.647058823529412,C
2,127964,2.24,C
2,127973,8.5,B
2,127978,5.142857142857143,C
2,127987,1.8,D
2,128018,6.5,C
2,128047,1.2222222222222223,C
2,128055,11.872340425531915,D
2,128089,1.2,C
2,128098,13.1875,C
2,128112,4.238095238095238,C
2,128121,9.936507936507937,D
2,12813,2.8181818181818183,C
2,128151,7.292307692307692,C
2,128160,6.833333333333333,B
2,128192,9.722222222222221,D
2,128197,17.91588785046729,B
2,128239,6.333333333333333,A
2,128249,13.6,C
2,128250,8.555555555555555,D
2,128256,13.038461538461538,D
2,128316,5.696485623003195,B
2,128324,6.862068965517241,B
2,128326,5.512820512820513,B
2,128329,5.05,B
2,128330,6.423076923076923,B
2,128375,4.125,C
2,128419,16.75,B
2,128462,3.2777777777777777,C
2,128469,7.469387755102041,C
2,128474,2.3333333333333335,C
2,128482,12.636363636363637,D
2,128489,6.848484848484849,C
2,128499,3.8974358974358974,D
2,128529,2.727272727272727,B
2,128574,3.1818181818181817,D
2,128618,2.3333333333333335,C
2,128623,6.421052631578948,C
2,128630,1.930232558139535,D
2,128636,9.294117647058824,A
2,128660,5.666666666666667,C
2,128661,11.78125,C
2,128676,3.4,D
2,128735,12.127906976744185,C
2,128771,28.636363636363637,A
2,128782,4.666666666666667,B
2,128801,3.857142857142857,B
2,128880,5.638888888888889,B
2,128882,5.975,D
2,128921,8.12962962962963,A
2,128958,7.181818181818182,D
2,128977,6.590909090909091,C
2,129056,14.56338028169014,C
2,129100,12.405797101449275,C
2,129118,8.59375,D
2,129141,19.84,B
2,129153,4.666666666666667,C
2,129173,4.647058823529412,C
2,129231,17.162790697674417,A
2,129347,8.75,C
2,129379,6.212121212121212,A
2,129389,8.208333333333334,A
2,12948,4.461538461538462,C
2,129497,6.852941176470588,
2,129498,4.303370786516854,A
2,129500,6.965909090909091,B
2,129518,2.6666666666666665,C
2,129520,5.96,D
2,129581,4.695652173913044,C
2,129598,6.25,C
2,129614,6.666666666666667,C
2,129676,7.2,B
2,1296846,2.0,C
2,129699,2.3333333333333335,
2,129702,18.11111111111111,A
2,129749,7.1525423728813555,B
2,129795,6.166666666666667,C
2,129823,5.4,D
2,129846,5.461538461538462,C
2,129872,6.117021276595745,D
2,129941,5.428571428571429,C
2,130005,6.642857142857143,B
2,130011,10.027027027027026,C
2,130140,10.242424242424242,C
2,130141,10.619047619047619,C
2,130155,4.8,C
2,130165,5.5588235294117645,A
2,130170,2.6666666666666665,C
2,130244,8.777777777777779,
2,130259,6.8108108108108105,A
2,130276,14.761904761904763,C
2,130291,1.8333333333333333,B
2,130295,5.2727272727272725,B
2,130297,11.132075471698114,B
2,130308,11.170731707317072,C
2,130414,18.25,A
2,13042,6.333333333333333,C
2,130431,5.75,C
2,130459,6.363636363636363,B
2,130462,2.8333333333333335,D
2,130498,3.5483870967741935,C
2,130511,5.0,A
2,130517,6.384615384615385,C
2,130576,5.685714285714286,B
2,130583,4.346153846153846,B
2,130585,8.578947368421053,B
2,130612,1.6666666666666667,A
2,130624,11.695652173913043,B
2,130635,3.3333333333333335,B
2,1307359,13.125,B
2,130753,6.0,B
2,130769,9.442307692307692,C
2,130790,5.714285714285714,
2,130864,6.2631578947368425,A
2,130974,4.916666666666667,
2,131012,10.405405405405405,
2,131017,4.785714285714286,C
2,131018,8.473684210526315,B
2,131034,7.090909090909091,C
2,131044,4.363636363636363,D
2,131052,2.2,D
2,131076,5.476190476190476,B
2,131166,8.707317073170731,C
2,13117,6.4,C
2,131207,5.541666666666667,D
2,131346,6.4,C
2,131399,6.304347826086956,D
2,131447,5.975,D
2,13149,14.634615384615385,B
2,131503,7.5,
2,1316411,4.0,C
2,13286,3.357142857142857,B
2,133287,7.891304347826087,C
2,133315,4.833333333333333,
2,133350,9.387096774193548,C
2,133352,8.833333333333334,A
2,133353,12.714285714285714,A
2,133380,21.305555555555557,D
2,133450,3.7,D
2,133458,15.10344827586207,B
2,133482,7.230769230769231,B
2,133485,6.158536585365853,B
2,133521,11.44,
2,133535,5.846153846153846,C
2,133536,6.6,C
2,133568,5.851851851851852,D
2,133569,4.411764705882353,B
2,133593,5.4375,B
2,133605,10.61111111111111,B
2,133610,7.023255813953488,C
2,133620,6.8,C
2,133624,4.142857142857143,D
2,133668,7.857142857142857,A
2,133677,8.75,C
2,133684,8.660714285714286,A
2,133685,46.388888888888886,B
2,13369,6.0,B
2,133725,7.3,B
2,133742,5.5,D
2,133763,1.875,C
2,133770,3.0,C
2,133795,12.478260869565217,B
2,133806,6.733333333333333,A
2,133808,5.071428571428571,
2,133813,6.2,B
2,133882,19.68421052631579,B
2,133893,1.8888888888888888,A
2,133908,14.545454545454545,A
2,133909,16.96153846153846,B
2,133910,13.692307692307692,B
2,133916,8.333333333333334,B
2,133922,5.333333333333333,A
2,133948,11.32,B
2,133969,3.4545454545454546,C
2,133980,14.909090909090908,D
2,133990,3.6666666666666665,C
2,133998,5.695652173913044,C
2,134000,3.75,D
2,134041,5.787878787878788,C
2,134052,4.142857142857143,A
2,134080,8.4,B
2,13409,8.11111111111111,A
2,134101,8.0,A
2,13411,5.3076923076923075,D
2,134151,7.75,A
2,134171,12.0,D
2,134187,4.942857142857143,C
2,134232,10.869565217391305,C
2,134258,12.133333333333333,A
2,134278,7.214285714285714,C
2,134286,3.4,C
2,134298,10.872727272727273,B
2,134319,9.5,B
2,134357,6.15,C
2,134391,9.536585365853659,C
2,134406,7.470588235294118,C
2,134409,18.82758620689655,C
2,134431,6.666666666666667,B
2,134441,6.866666666666666,B
2,13446,5.775862068965517,D
2,134489,11.125,B
2,134506,2.0,B
2,134507,5.958333333333333,B
2,134508,5.142857142857143,B
2,134518,3.4,C
2,134628,8.82857142857143,B
2,134643,6.0,B
2,134647,10.643478260869566,B
2,134655,5.345454545454546,D
2,134658,11.142857142857142,B
2,134681,13.173913043478262,B
2,134729,10.615384615384615,B
2,134745,3.1739130434782608,B
2,134765,7.0,C
2,134784,5.4,B
2,134850,2.769230769230769,
2,134865,12.095238095238095,B
2,134899,9.651162790697674,B
2,134908,4.2,B
2,134923,12.285714285714286,C
2,134952,17.31111111111111,B
2,134954,11.166666666666666,B
2,134958,23.0,B
2,134992,23.5,D
2,135027,22.660714285714285,B
2,135074,5.857142857142857,B
2,135089,2.066666666666667,C
2,135140,14.8,D
2,135155,18.613636363636363,
2,135173,12.042857142857143,A
2,135225,6.285714285714286,C
2,135226,6.0,D
2,135228,9.363636363636363,C
2,135322,4.909090909090909,C
2,135362,5.4,A
2,135363,5.266666666666667,
2,135372,6.666666666666667,C
2,135383,17.428571428571427,B
2,135399,16.875,B
2,135429,3.2222222222222223,B
2,135433,12.481481481481481,C
2,135464,26.3,A
2,1355826,3.8333333333333335,C
2,135606,7.230769230769231,D
2,135623,5.2,B
2,135690,7.0476190476190474,C
2,135716,2.0,D
2,135763,19.0,D
2,135795,14.8,D
2,135800,37.22222222222222,A
2,135808,5.125,C
2,135830,28.4375,C
2,135912,1.3333333333333333,C
2,135927,7.2,B
2,135934,1.875,C
2,1359408,3.5,C
2,135952,8.333333333333334,A
2,13597,5.142857142857143,C
2,1359839,2.25,A
2,1359949,1.3333333333333333,C
2,136012,12.862068965517242,C
2,136092,3.3076923076923075,A
2,136110,13.924657534246576,A
2,136135,9.285714285714286,
2,136180,8.571428571428571,A
2,136181,9.0,A
2,136196,6.416666666666667,C
2,136205,5.4,
2,136218,9.515151515151516,B
2,136221,5.888888888888889,
2,136225,5.95,B
2,136264,5.714285714285714,C
2,136269,7.205128205128205,
2,136395,11.0,C
2,136413,17.923076923076923,A
2,136441,3.0,B
2,136454,8.660869565217391,C
2,136475,14.9,A
2,136481,2.8,C
2,136482,3.4166666666666665,C
2,136495,16.0,C
2,136542,11.758620689655173,B
2,136554,5.130434782608695,C
2,1366,3.2941176470588234,C
2,136617,15.333333333333334,B
2,136627,5.8604651162790695,B
2,136653,14.461538461538462,D
2,136705,8.88888888888889,B
2,136736,12.333333333333334,C
2,136797,5.0,A
2,1368,20.666666666666668,D
2,136803,3.0,A
2,136860,9.125,B
2,136980,14.26923076923077,D
2,136995,14.666666666666666,A
2,137030,6.15625,B
2,137153,7.375,C
2,137275,3.625,B
2,137316,8.272727272727273,C
2,13733,19.054054054054053,C
2,137347,6.6923076923076925,C
2,137368,1.7142857142857142,C
2,137377,4.6923076923076925,C
2,137405,19.428571428571427,C
2,137429,4.4,C
2,137501,5.583333333333333,A
2,1375013,3.2,C
2,137587,8.166666666666666,C
2,137627,4.377358490566038,C
2,137661,5.466666666666667,B
2,137662,6.5777777777777775,D
2,13768,6.5,B
2,1377,10.0,C
2,137722,29.0,A
2,137723,29.952380952380953,A
2,137731,8.571428571428571,B
2,137741,18.875,B
2,137755,21.25,A
2,137761,9.222222222222221,A
2,137791,14.485981308411215,
2,137862,3.2857142857142856,
2,137985,13.682926829268293,C
2,138015,52.0,A
2,138020,24.272727272727273,A
2,13803,37.72727272727273,C
2,138032,14.533333333333333,C
2,138038,12.478260869565217,A
2,138050,6.0,C
2,138053,12.647058823529411,C
2,138077,12.956521739130435,D
2,138101,5.742857142857143,B
2,138190,11.387096774193548,B
2,138323,16.0,C
2,138324,15.928571428571429,C
2,138368,7.0,A
2,138477,4.333333333333333,B
2,138503,9.86,B
2,138509,3.230769230769231,C
2,1385372,18.6,D
2,138583,8.6,B
2,138591,5.333333333333333,B
2,138592,12.1875,A
2,138651,5.75,D
2,138661,5.5,B
2,138692,4.428571428571429,B
2,138694,3.6666666666666665,C
2,138698,5.882352941176471,C
2,138700,7.428571428571429,A
2,138750,2.65625,B
2,138813,7.818181818181818,C
2,138862,9.076923076923077,C
2,138883,3.65625,B
2,138885,7.461538461538462,B
2,13894,12.392857142857142,D
2,139,7.471264367816092,B
2,139009,6.75,A
2,139027,3.5555555555555554,C
2,139031,3.5588235294117645,D
2,139052,17.071428571428573,C
2,139081,13.873417721518987,B
2,139149,24.88888888888889,A
2,139158,6.2,B
2,139166,7.285714285714286,D
2,139180,13.8,B
2,139211,19.866666666666667,A
2,139243,6.625,C
2,139258,17.153846153846153,B
2,139275,16.3953488372093,A
2,139298,5.875,B
2,139299,5.363636363636363,B
2,139352,4.733333333333333,B
2,139411,13.076923076923077,D
2,139431,10.766666666666667,C
2,139511,22.5,C
2,139519,13.0,C
2,139631,6.166666666666667,B
2,139667,11.318181818181818,B
2,13970,5.259740259740259,
2,139742,4.538461538461538,D
2,139756,12.75,B
2,139760,42.22222222222222,C
2,139775,25.454545454545453,C
2,139845,22.428571428571427,B
2,139847,20.90909090909091,B
2,139864,12.352941176470589,A
2,139866,10.090909090909092,B
2,139885,10.11111111111111,C
2,139910,3.3636363636363638,C
2,139912,4.276190476190476,C
2,139964,5.483870967741935,B
2,139971,6.068181818181818,B
2,139998,24.0,B
2,140013,12.290909090909091,C
2,140045,1.1666666666666667,B
2,140059,24.0,C
2,140084,3.272727272727273,A
2,140109,4.051282051282051,B
2,140128,18.526315789473685,B
2,140142,7.423076923076923,B
2,140191,2.142857142857143,C
2,140253,2.8333333333333335,C
2,140284,12.166666666666666,C
2,14030,7.3,B
2,140438,11.6,A
2,14050,6.888888888888889,A
2,140515,5.945945945945946,C
2,140575,4.866666666666666,C
2,140603,6.523809523809524,B
2,140604,7.98,B
2,140609,3.6,A
2,140672,14.777777777777779,A
2,140674,5.333333333333333,B
2,14072,3.2,C
2,140724,13.0,D
2,140736,7.15,B
2,140766,8.758620689655173,A
2,140779,2.2,B
2,140789,3.1538461538461537,B
2,140792,6.333333333333333,C
2,140806,4.825,C
2,140896,6.428571428571429,
2,140903,7.296296296296297,B
2,140904,7.0476190476190474,B
2,140997,3.225806451612903,B
2,141144,2.25,B
2,141166,12.922077922077921,C
2,141183,3.0,C
2,141224,3.8,C
2,141232,3.25,B
2,141268,14.735294117647058,C
2,141313,4.833333333333333,B
2,141443,3.227272727272727,D
2,141444,6.5,B
2,141460,4.125,B
2,141463,3.4594594594594597,B
2,141470,4.175675675675675,B
2,141503,7.868421052631579,C
2,141505,4.898305084745763,C
2,141536,7.806451612903226,B
2,141541,10.789473684210526,B
2,141545,9.478260869565217,D
2,141556,2.4242424242424243,B
2,141587,6.4,B
2,141598,4.428571428571429,A
2,141630,3.3,C
2,141631,9.45,C
2,141636,6.625,B
2,141645,5.481481481481482,A
2,141713,9.8,C
2,141745,2.125,C
2,141788,4.2105263157894735,D
2,141847,3.2666666666666666,B
2,141852,4.142857142857143,B
2,141853,4.666666666666667,B
2,141865,5.294117647058823,C
2,141869,11.5,B
2,141870,9.4,B
2,141881,10.904761904761905,C
2,141900,3.7,
2,141903,8.5,B
2,142057,6.3076923076923075,B
2,142060,5.733333333333333,C
2,142089,6.352941176470588,D
2,142100,8.08,C
2,142161,3.5,D
2,142166,13.0,B
2,142183,3.9166666666666665,B
2,142184,3.142857142857143,C
2,142188,3.0,B
2,142244,1.375,B
2,142252,4.481481481481482,B
2,142255,7.333333333333333,B
2,142300,9.727272727272727,C
2,142433,18.0,B
2,142499,10.142857142857142,B
2,142537,13.590909090909092,
2,142549,4.6875,C
2,142550,29.46153846153846,
2,142763,13.227272727272727,A
2,142774,3.515151515151515,B
2,142796,9.272727272727273,D
2,142892,3.1666666666666665,C
2,142918,46.42857142857143,B
2,14293,12.571428571428571,C
2,14300,16.571428571428573,C
2,143003,12.333333333333334,B
2,143014,15.24,B
2,143015,5.111111111111111,B
2,143018,9.862068965517242,B
2,143058,8.266666666666667,D
2,143079,10.308641975308642,C
2,143087,2.8,C
2,143115,7.782608695652174,D
2,143241,5.257142857142857,D
2,143272,15.26923076923077,B
2,143276,4.074074074074074,C
2,143309,10.5,C
2,143373,8.7,B
2,143404,8.8,C
2,143429,4.153846153846154,C
2,143567,19.166666666666668,B
2,143573,2.857142857142857,C
2,143600,8.028985507246377,C
2,143640,2.5714285714285716,A
2,143648,0.3333333333333333,B
2,143668,3.6666666666666665,B
2,143695,2.7142857142857144,A
2,1437,8.28,B
2,143761,2.4,A
2,143838,2.772727272727273,B
2,143844,3.546666666666667,B
2,143848,4.75,D
2,143868,7.45945945945946,D
2,143878,10.521739130434783,C
2,143889,12.977777777777778,B
